Karbonn,Aura Power,Aura_Power,Aura_Power
Karbonn,K9 Smart 4G,K9Smart4G,K9 Smart 4G
Karbonn,K9 Viraat 4G,K9_VIRAAT_4G,K9 VIRAAT 4G
Karbonn,Sparkle V,Sparkle_V_sprout,Sparkle V
Karbonn,Titanium Vista 4G,TitaniumVista4G,Titanium Vista 4G
Micromax,Canvas Spark 3,Q380N,Micromax Q380N
Motorola,Moto E (1st Gen),condor_cdma,XT1019
Motorola,Moto E (1st Gen),condor_cdma,XT830C
Motorola,Moto E (1st Gen),condor_udstv,XT1025
Motorola,Moto E (1st Gen),condor_umts,XT1021
Motorola,Moto E (1st Gen),condor_umts,XT1023
Motorola,Moto E (1st Gen),condor_umtsds,XT1022
Motorola,Moto E (2nd Gen),otus,MotoE2
Motorola,Moto E (2nd Gen),otus,XT0000
Motorola,Moto E (2nd Gen),otus_ds,MotoE2
Motorola,Moto E (2nd Gen),otus_ds,XT1021
Motorola,Moto E with 4G LTE (2nd Gen),surnia_cdma,MotoE2
Motorola,Moto E with 4G LTE (2nd Gen),surnia_cdma,MotoE2(4G-LTE)
Motorola,Moto E with 4G LTE (2nd Gen),surnia_cdma,XT1526
Motorola,Moto E with 4G LTE (2nd Gen),surnia_cdma,XT1528
Motorola,Moto E with 4G LTE (2nd Gen),surnia_cdma,XT1528O
Motorola,Moto E with 4G LTE (2nd Gen),surnia_uds,MotoE2(4G-LTE)
Motorola,Moto E with 4G LTE (2nd Gen),surnia_udstv,MotoE2(4G-LTE)
Motorola,Moto E with 4G LTE (2nd Gen),surnia_umts,MotoE2(4G-LTE)
Motorola,Moto G (1st Gen),falcon_cdma,XT1028
Motorola,Moto G (1st Gen),falcon_cdma,XT1031
Motorola,Moto G (1st Gen),falcon_cdma,XT937C
Motorola,Moto G (1st Gen),falcon_umts,XT1002
Motorola,Moto G (1st Gen),falcon_umts,XT1003
Motorola,Moto G (1st Gen),falcon_umts,XT1008
Motorola,Moto G (1st Gen),falcon_umts,XT1032
Motorola,Moto G (1st Gen),falcon_umts,XT1034
Motorola,Moto G (1st Gen),falcon_umts,XT939G
Motorola,Moto G (1st Gen),falcon_umtsds,XT1033
Motorola,Moto G (2nd Gen),titan_udstv,XT1069
Motorola,Moto G (2nd Gen),titan_udstv,titan_retbr_dstv
Motorola,Moto G (2nd Gen),titan_umts,XT1063
Motorola,Moto G (2nd Gen),titan_umts,XT1064
Motorola,Moto G (2nd Gen),titan_umtsds,XT1068
Motorola,Moto G (2nd Gen),titan_umtsds,titan_niibr_ds
Motorola,Moto G with 4G LTE (1st Gen),peregrine,XT1039
Motorola,Moto G with 4G LTE (1st Gen),peregrine,XT1040
Motorola,Moto G with 4G LTE (1st Gen),peregrine,XT1042
Motorola,Moto G with 4G LTE (1st Gen),peregrine,XT1045
Motorola,Moto G with 4G LTE (2nd Gen),thea,XT1072
Motorola,Moto G with 4G LTE (2nd Gen),thea_ds,XT1077
